@relation whatever

@attribute 'gender' {'man','woman'}
@attribute 'age' {'10','20','25','29','30','40','50'}
@attribute 'season' {'881','882','883','884'}
@attribute 'cost' {'49','50-99','100-199','200'}
@attribute 'day' {'551','552','553','554','555','556'}
@attribute 'whom' {'771','772','773','774','775','776'}
@attribute 'class' {'991','992','993','994','995','996'}


@data
'man' , '25' , '881' , ? , ? , ? , '991' 
'man' , '25' , '881' , ? , ? , ? , '991' 
'man' , '25' , '881' , ? , ? , ? , '991' 
'man' , '25' , '881' , ? , ? , ? , '991' 
'man' , '25' , '881' , ? , ? , ? , '991' 
'man' , '25' , '881' , ? , ? , ? , '992' 
'man' , '25' , '881' , ? , ? , ? , '992' 
'man' , '25' , '881' , ? , ? , ? , '992' 
'man' , '25' , '881' , ? , ? , ? , '992' 
'man' , '25' , '881' , ? , ? , ? , '992' 
'man' , '25' , '881' , ? , ? , ? , '992' 
'man' , '25' , '881' , ? , ? , ? , '992' 
'man' , '25' , '881' , ? , ? , ? , '992' 
'man' , '25' , '881' , ? , ? , ? , '992' 
'man' , '25' , '881' , ? , ? , ? , '992' 
'man' , '25' , '881' , ? , ? , ? , '992' 
'man' , '25' , '881' , ? , ? , ? , '993' 
'man' , '25' , '881' , ? , ? , ? , '993' 
'man' , '25' , '881' , ? , ? , ? , '993' 
'man' , '25' , '881' , ? , ? , ? , '993' 
'man' , '25' , '881' , ? , ? , ? , '993' 
'man' , '25' , '881' , ? , ? , ? , '993' 
'man' , '25' , '881' , ? , ? , ? , '993' 
'man' , '25' , '881' , ? , ? , ? , '993' 
'man' , '25' , '882' , '49' , '552' , '775' , '991' 
'man' , '25' , '882' , '200' , '552' , '771' , '995' 
'man' , '25' , '882' , '200' , '553' , '774' , '992' 
'man' , '25' , '882' , '200' , '553' , '774' , '992' 
'man' , '25' , '882' , '200' , '552' , '775' , '991' 
'man' , '25' , '882' , '200' , '553' , '775' , '992' 
'man' , '25' , '882' , '200' , '554' , '776' , '992' 
'man' , '25' , '882' , ? , ? , ? , '991' 
'man' , '25' , '882' , '100-199' , '553' , '771' , '993' 
'man' , '25' , '882' , '100-199' , '552' , '774' , '991' 
'man' , '25' , '882' , '100-199' , '552' , '776' , '991' 
'man' , '25' , '882' , '100-199' , '552' , '776' , '991' 
'man' , '25' , '882' , '50-99' , '551' , '771' , '991' 
'man' , '25' , '882' , '50-99' , '552' , '771' , '991' 
'man' , '25' , '882' , '50-99' , '552' , '771' , '991' 
'man' , '25' , '882' , '50-99' , '552' , '774' , '991' 
'man' , '25' , '882' , '50-99' , '552' , '774' , '991' 
'man' , '25' , '882' , '50-99' , '552' , '775' , '991' 
'man' , '25' , '882' , '50-99' , '552' , '775' , '991' 
'man' , '25' , '882' , '50-99' , '552' , '775' , '993' 
'man' , '25' , '882' , ? , ? , ? , '991' 
'man' , '25' , '882' , ? , ? , ? , '991' 
'man' , '25' , '882' , ? , ? , ? , '991' 
'man' , '25' , '882' , ? , ? , ? , '991' 
'man' , '25' , '882' , ? , ? , ? , '992' 
'man' , '25' , '882' , ? , ? , ? , '992' 
'man' , '25' , '882' , ? , ? , ? , '992' 
'man' , '25' , '882' , ? , ? , ? , '992' 
'man' , '25' , '882' , ? , ? , ? , '992' 
'man' , '25' , '882' , ? , ? , ? , '992' 
'man' , '25' , '882' , ? , ? , ? , '992' 
'man' , '25' , '882' , ? , ? , ? , '993' 
'man' , '25' , '882' , ? , ? , ? , '993' 
'man' , '25' , '882' , ? , ? , ? , '994' 
'man' , '25' , '882' , ? , ? , ? , '994' 
'man' , '25' , '883' , '49' , '552' , '776' , '991' 
'man' , '25' , '883' , '200' , '552' , '771' , '991' 
'man' , '25' , '883' , '200' , '554' , '771' , '991' 
'man' , '25' , '883' , '200' , '554' , '774' , '992' 
'man' , '25' , '883' , '200' , '554' , '776' , '993' 
'man' , '25' , '883' , '100-199' , '551' , '771' , '991' 
'man' , '25' , '883' , '100-199' , '552' , '774' , '991' 
'man' , '25' , '883' , '50-99' , '552' , '771' , '991' 
'man' , '25' , '883' , '50-99' , '554' , '775' , '995' 
'man' , '25' , '883' , '50-99' , '554' , '776' , '991' 
'man' , '25' , '883' , ? , ? , ? , '991' 
'man' , '25' , '883' , ? , ? , ? , '991' 
'man' , '25' , '883' , ? , ? , ? , '991' 
'man' , '25' , '883' , ? , ? , ? , '991' 
'man' , '25' , '883' , ? , ? , ? , '991' 
'man' , '25' , '883' , ? , ? , ? , '992' 
'man' , '25' , '883' , ? , ? , ? , '992' 
'man' , '25' , '883' , ? , ? , ? , '992' 
'man' , '25' , '883' , ? , ? , ? , '992' 
'man' , '25' , '883' , ? , ? , ? , '992' 
'man' , '25' , '883' , ? , ? , ? , '992' 
'man' , '25' , '883' , ? , ? , ? , '992' 
'man' , '25' , '883' , ? , ? , ? , '992' 
'man' , '25' , '883' , ? , ? , ? , '992' 
'man' , '25' , '883' , ? , ? , ? , '992' 
'man' , '25' , '883' , ? , ? , ? , '992' 
'man' , '25' , '883' , ? , ? , ? , '993' 
'man' , '25' , '883' , ? , ? , ? , '993' 
'man' , '25' , '883' , ? , ? , ? , '993' 
'man' , '25' , '883' , ? , ? , ? , '993' 
'man' , '25' , '883' , ? , ? , ? , '993' 
'man' , '25' , '883' , ? , ? , ? , '994' 
'man' , '25' , '883' , ? , ? , ? , '994' 
'man' , '25' , '884' , '49' , '552' , '775' , '991' 
'man' , '25' , '884' , '200' , '553' , '771' , '992' 
'man' , '25' , '884' , '200' , '554' , '771' , '993' 
'man' , '25' , '884' , '200' , '553' , '774' , '992' 
'man' , '25' , '884' , '100-199' , '552' , '771' , '991' 
'man' , '25' , '884' , '100-199' , '552' , '771' , '991' 
'man' , '25' , '884' , '100-199' , '553' , '774' , '991' 
'man' , '25' , '884' , '100-199' , '552' , '774' , '993' 
'man' , '25' , '884' , '50-99' , '554' , '771' , '991' 
'man' , '25' , '884' , '50-99' , '552' , '771' , '991' 
'man' , '25' , '884' , '50-99' , '552' , '771' , '991' 
'man' , '25' , '884' , '50-99' , '553' , '772' , '991' 
'man' , '25' , '884' , '50-99' , '552' , '775' , '991' 
'man' , '25' , '884' , '50-99' , '552' , '775' , '991' 
'man' , '25' , '884' , '50-99' , '552' , '775' , '991' 
'man' , '25' , '884' , ? , ? , ? , '991' 
'man' , '25' , '884' , ? , ? , ? , '991' 
'man' , '25' , '884' , ? , ? , ? , '991' 
'man' , '25' , '884' , ? , ? , ? , '991' 
'man' , '25' , '884' , ? , ? , ? , '992' 
'man' , '25' , '884' , ? , ? , ? , '992' 
'man' , '25' , '884' , ? , ? , ? , '992' 
'man' , '25' , '884' , ? , ? , ? , '992' 
'man' , '25' , '884' , ? , ? , ? , '993' 
'man' , '25' , '884' , ? , ? , ? , '993' 
'man' , '25' , '884' , ? , ? , ? , '993' 
'man' , '25' , ? , '49' , ? , '771' , '991' 
'man' , '25' , ? , '49' , ? , '771' , '991' 
'man' , '25' , ? , '49' , ? , '775' , '991' 
'man' , '25' , ? , '200' , ? , '773' , '995' 
'man' , '25' , ? , '200' , ? , '774' , '992' 
'man' , '25' , ? , '200' , ? , '775' , '993' 
'man' , '25' , ? , '100-199' , ? , '774' , '995' 
'man' , '29' , '881' , '200' , '552' , '775' , '993' 
'man' , '29' , '881' , '100-199' , '552' , '774' , '991' 
'man' , '29' , '881' , '50-99' , '552' , '774' , '991' 
'man' , '29' , '881' , '50-99' , '551' , '774' , '991' 
'man' , '29' , '881' , '50-99' , '552' , '776' , '992' 
'man' , '29' , '881' , ? , ? , ? , '991' 
'man' , '29' , '881' , ? , ? , ? , '991' 
'man' , '29' , '881' , ? , ? , ? , '992' 
'man' , '29' , '881' , ? , ? , ? , '992' 
'man' , '29' , '882' , '200' , '554' , '774' , '992' 
'man' , '29' , '882' , '50-99' , '552' , '773' , '991' 
'man' , '29' , '882' , '50-99' , '552' , '773' , '991' 
'man' , '29' , '882' , '50-99' , '552' , '776' , '991' 
'man' , '29' , '882' , ? , ? , ? , '991' 
'man' , '29' , '882' , ? , ? , ? , '992' 
'man' , '29' , '882' , ? , ? , ? , '993' 
'man' , '29' , '882' , ? , ? , ? , '993' 
'man' , '29' , '882' , ? , ? , ? , '994' 
'man' , '29' , '883' , '200' , '553' , '772' , '991' 
'man' , '29' , '883' , '100-199' , '552' , '775' , '993' 
'man' , '29' , '883' , '50-99' , '552' , '772' , '991' 
'man' , '29' , '883' , ? , ? , ? , '991' 
'man' , '29' , '883' , ? , ? , ? , '991' 
'man' , '29' , '883' , ? , ? , ? , '991' 
'man' , '29' , '883' , ? , ? , ? , '992' 
'man' , '29' , '883' , ? , ? , ? , '992' 
'man' , '29' , '883' , ? , ? , ? , '992' 
'man' , '29' , '883' , ? , ? , ? , '992' 
'man' , '29' , '883' , ? , ? , ? , '993' 
'man' , '29' , '883' , ? , ? , ? , '993' 
'man' , '29' , '883' , ? , ? , ? , '993' 
'man' , '29' , '883' , ? , ? , ? , '994' 
'man' , '29' , '884' , ? , ? , ? , '991' 
'man' , '29' , '884' , '100-199' , '552' , '771' , '991' 
'man' , '29' , '884' , '50-99' , '552' , '771' , '991' 
'man' , '29' , ? , '200' , ? , '771' , '993' 
'man' , '29' , ? , '200' , ? , '775' , '992' 
'man' , '29' , ? , '200' , ? , '775' , '995' 
'man' , '29' , ? , '100-199' , ? , '771' , '992' 
'man' , '29' , ? , '100-199' , ? , '773' , '995' 
'man' , '29' , ? , '100-199' , ? , '773' , '995' 
'man' , '29' , ? , '100-199' , ? , '774' , '993' 
'man' , '29' , ? , '100-199' , ? , '774' , '993' 
'man' , '29' , ? , '100-199' , ? , '774' , '995' 
'man' , '29' , ? , '100-199' , ? , '775' , '992' 
'man' , '29' , ? , '50-99' , ? , '771' , '991' 
'man' , '30' , '881' , '200' , '553' , '773' , '993' 
'man' , '30' , '881' , ? , ? , ? , '993' 
'man' , '30' , '881' , '50-99' , '551' , '773' , '991' 
'man' , '30' , '882' , '200' , '554' , '774' , '993' 
'man' , '30' , '882' , ? , ? , ? , '991' 
'man' , '30' , '882' , ? , ? , ? , '993' 
'man' , '30' , '882' , '50-99' , '552' , '776' , '991' 
'man' , '30' , '883' , ? , ? , ? , '992' 
'man' , '30' , '883' , ? , ? , ? , '992' 
'man' , '30' , '883' , ? , ? , ? , '993' 
'man' , '30' , '883' , ? , ? , ? , '993' 
'man' , '30' , '883' , ? , ? , ? , '993' 
'man' , '30' , '883' , '100-199' , '552' , '776' , '991' 
'man' , '30' , '884' , ? , ? , ? , '991' 
'man' , '30' , ? , '200' , ? , '774' , '992' 
'man' , '30' , ? , '100-199' , ? , '771' , '991' 
'man' , '30' , ? , '100-199' , ? , '775' , '991' 
'man' , '30' , ? , '100-199' , ? , '775' , '991' 
'man' , '30' , ? , '50-99' , ? , '773' , '991' 
'man' , '30' , ? , '50-99' , ? , '773' , '991' 
'man' , '40' , '883' , ? , ? , ? , '993' 
'man' , '40' , '883' , '100-199' , '554' , '771' , '991' 
'man' , '40' , ? , '200' , ? , '775' , '993' 
'man' , '50' , '881' , ? , ? , ? , '993' 
'man' , '50' , '882' , '200' , '553' , '771' , '992' 
'man' , '50' , '882' , ? , ? , ? , '991' 
'man' , '50' , '883' , ? , ? , ? , '992' 
'man' , '50' , '883' , '50-99' , '552' , '775' , '991' 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '881' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '882' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '883' , ? , ? , ? , ? 
? , ? , '884' , ? , ? , ? , ? 
? , ? , '884' , ? , ? , ? , ? 
? , ? , '884' , ? , ? , ? , ? 
? , ? , '884' , ? , ? , ? , ? 
? , ? , '884' , ? , ? , ? , ? 
? , ? , '884' , ? , ? , ? , ? 
? , ? , '884' , ? , ? , ? , ? 
? , ? , '884' , ? , ? , ? , ? 
? , ? , '884' , ? , ? , ? , ? 
? , ? , '884' , ? , ? , ? , ? 
? , ? , '884' , ? , ? , ? , ? 
? , ? , '884' , ? , ? , ? , ? 
